0.07,0.79,0.62,-16.21,0.01,42.48,31.39
0.06,0.79,0.62,-17.83,-0.05,42.67,31.39
0.06,0.79,0.62,-18.39,-0.37,42.79,31.39
0.06,0.79,0.62,-18.52,-0.80,42.85,31.39
0.06,0.79,0.63,-18.33,-1.30,42.92,31.39
0.06,0.80,0.63,-17.83,-1.68,42.92,31.39
0.07,0.80,0.63,-16.52,-2.05,43.04,31.39
0.07,0.80,0.63,-15.33,-2.24,43.04,31.39
0.07,0.81,0.63,-14.02,-2.43,42.98,31.39
0.07,0.81,0.63,-12.64,-2.74,42.85,31.39
0.07,0.80,0.64,-11.39,-3.18,42.67,31.39
0.07,0.80,0.64,-10.33,-3.68,42.35,31.39
0.07,0.80,0.64,-9.33,-4.37,42.17,31.39
0.07,0.80,0.65,-9.02,-4.55,42.04,31.39
0.07,0.80,0.65,-9.08,-4.55,41.98,31.39
0.06,0.79,0.65,-9.33,-4.30,41.98,31.39
0.06,0.79,0.65,-9.71,-3.99,42.04,31.39
0.06,0.79,0.65,-10.46,-3.30,42.23,31.41
0.06,0.79,0.65,-11.02,-2.87,42.35,31.41
0.06,0.79,0.65,-11.71,-2.49,42.48,31.41
0.06,0.78,0.65,-12.39,-2.12,42.54,31.41
0.06,0.78,0.66,-13.21,-1.80,42.60,31.41
0.06,0.78,0.66,-14.46,-1.37,42.54,31.41
0.06,0.78,0.66,-15.08,-1.05,42.42,31.41
0.06,0.79,0.66,-15.39,-0.80,42.29,31.41
0.06,0.79,0.66,-15.39,-0.49,42.17,31.41
0.06,0.79,0.65,-14.96,-0.37,41.98,31.41
0.06,0.79,0.65,-14.14,-0.37,41.67,31.41
0.06,0.79,0.65,-12.21,-0.80,41.48,31.41
0.06,0.79,0.65,-10.64,-1.37,41.23,31.41
0.06,0.79,0.65,-8.96,-2.05,41.04,31.41
0.06,0.79,0.65,-7.33,-2.80,40.85,31.41
0.06,0.78,0.66,-5.83,-3.49,40.73,31.41
0.06,0.78,0.66,-3.83,-4.37,40.79,31.41
0.06,0.78,0.66,-2.77,-4.74,40.98,31.41
0.06,0.77,0.66,-1.96,-5.05,41.29,31.41
0.06,0.77,0.66,-1.46,-5.24,41.67,31.41
0.06,0.77,0.65,-1.14,-5.43,42.04,31.41
0.06,0.77,0.65,-0.39,-5.93,42.73,31.41
0.06,0.77,0.65,0.67,-6.55,43.10,31.41
0.06,0.78,0.65,2.48,-7.43,43.42,31.41
0.06,0.78,0.65,4.86,-8.43,43.67,31.41
0.06,0.78,0.65,7.42,-9.30,43.79,31.41
0.07,0.78,0.65,9.54,-9.93,43.85,31.41
0.07,0.78,0.65,11.04,-10.37,43.79,31.41
0.07,0.78,0.65,10.73,-10.30,43.79,31.41
0.07,0.77,0.65,9.48,-10.12,43.85,31.41
0.08,0.77,0.64,7.73,-9.87,44.10,31.41
0.08,0.77,0.64,5.98,-9.43,44.42,31.41
0.08,0.78,0.63,4.04,-8.87,44.73,31.41
0.08,0.78,0.63,3.36,-8.68,44.79,31.41
0.08,0.78,0.63,3.29,-8.74,44.60,31.41
0.08,0.79,0.63,3.98,-9.24,44.35,31.41
0.08,0.79,0.63,5.48,-9.99,43.98,31.41
0.08,0.79,0.64,9.04,-11.49,43.54,31.41
0.08,0.79,0.64,11.79,-12.43,43.35,31.41
0.08,0.79,0.64,14.48,-13.18,43.48,31.41
0.08,0.78,0.64,16.67,-13.68,43.73,31.41
0.08,0.78,0.64,18.04,-13.93,44.23,31.41
0.09,0.78,0.64,18.67,-14.05,44.92,31.41
0.09,0.78,0.64,18.29,-14.05,46.10,31.41
0.09,0.78,0.64,17.54,-14.12,47.04,31.41
0.09,0.78,0.63,16.67,-14.37,47.92,31.41
0.09,0.78,0.63,15.98,-14.80,48.85,31.41
0.10,0.78,0.63,15.92,-15.43,49.73,31.41
0.10,0.79,0.62,17.61,-16.68,50.92,31.41
0.10,0.79,0.62,20.36,-17.74,51.60,31.41
0.10,0.80,0.61,24.23,-18.99,52.17,31.41
0.10,0.80,0.61,29.11,-20.37,52.60,31.41
0.10,0.81,0.61,34.36,-21.74,52.92,31.41
0.11,0.81,0.60,41.98,-23.62,53.29,31.41
0.11,0.81,0.60,45.98,-24.55,53.54,31.41
0.12,0.81,0.59,48.73,-25.37,53.85,31.41
0.12,0.81,0.59,50.36,-26.05,54.29,31.41
0.12,0.81,0.59,51.23,-26.87,54.98,31.41
0.13,0.81,0.59,52.17,-27.93,55.79,31.38
0.13,0.82,0.58,54.61,-29.87,57.17,31.38
0.14,0.83,0.58,56.98,-31.05,57.85,31.38
0.14,0.84,0.58,59.29,-31.87,58.17,31.38
0.14,0.84,0.57,60.86,-32.18,57.98,31.38
0.15,0.85,0.57,61.04,-31.80,57.35,31.38
0.15,0.85,0.56,58.61,-30.30,55.67,31.38
0.16,0.85,0.56,55.98,-28.99,54.29,31.38
0.16,0.85,0.56,53.29,-27.74,52.92,31.38
0.16,0.85,0.55,51.23,-26.62,51.67,31.38
0.16,0.86,0.55,49.86,-25.93,50.67,31.38
0.16,0.86,0.55,49.54,-25.49,49.60,31.38
0.16,0.86,0.55,50.42,-25.68,49.17,31.38
0.15,0.87,0.54,52.23,-26.12,48.98,31.38
0.15,0.87,0.54,54.79,-26.68,48.92,31.38
0.15,0.87,0.53,57.73,-27.30,48.92,31.38
0.15,0.86,0.53,60.48,-27.80,48.98,31.38
0.15,0.86,0.52,63.04,-28.18,48.98,31.38
0.16,0.85,0.52,63.29,-28.18,49.10,31.38
0.16,0.85,0.51,62.36,-27.99,49.35,31.38
0.16,0.85,0.51,60.42,-27.80,49.85,31.38
0.16,0.85,0.51,57.98,-27.62,50.60,31.38
0.16,0.85,0.50,54.17,-27.43,52.17,31.38
0.16,0.85,0.50,51.98,-27.37,53.29,31.38
0.16,0.86,0.50,50.42,-27.37,54.42,31.38
0.16,0.87,0.49,49.54,-27.30,55.42,31.38
0.16,0.87,0.49,49.11,-27.24,56.17,31.38
0.17,0.88,0.49,48.67,-26.93,56.92,31.38
0.17,0.89,0.48,47.86,-26.62,56.92,31.38
0.17,0.89,0.48,46.42,-26.24,56.54,31.38
0.17,0.90,0.47,44.36,-25.93,55.54,31.39
0.17,0.90,0.47,42.04,-25.68,54.23,31.39
0.17,0.90,0.47,39.67,-25.37,52.67,31.39
0.17,0.89,0.47,36.48,-24.37,50.60,31.39
0.17,0.89,0.47,34.54,-23.30,49.73,31.39
0.16,0.89,0.47,32.73,-21.99,49.35,31.39
0.16,0.88,0.47,31.04,-20.62,49.42,31.39
