-0.80,0.45,0.23,47.61,-98.74,308.48,31.80
-0.81,0.48,0.28,47.11,-87.12,294.85,31.80
-0.81,0.49,0.31,46.42,-78.05,286.04,31.80
-0.81,0.50,0.34,44.92,-68.80,277.79,31.80
-0.80,0.50,0.36,42.23,-59.99,270.23,31.80
-0.79,0.51,0.37,38.29,-51.99,263.67,31.80
-0.77,0.51,0.38,30.29,-41.93,255.92,31.80
-0.74,0.52,0.37,23.86,-36.49,252.42,31.80
-0.73,0.54,0.35,16.61,-32.05,250.04,31.80
-0.72,0.56,0.32,8.67,-28.93,248.54,31.80
-0.71,0.60,0.29,0.29,-27.55,247.17,31.80
-0.72,0.65,0.25,-8.14,-28.24,243.85,31.80
-0.73,0.71,0.22,-19.27,-32.62,239.98,31.80
-0.75,0.75,0.22,-24.52,-36.43,234.29,31.80
-0.76,0.79,0.23,-27.52,-39.55,226.67,31.80
-0.78,0.82,0.26,-28.21,-40.87,217.10,31.80
-0.79,0.85,0.30,-26.77,-39.87,205.67,31.80
-0.82,0.91,0.35,-21.46,-33.80,184.73,31.80
-0.84,0.96,0.38,-16.46,-27.43,167.98,31.80
-0.87,1.01,0.40,-10.83,-19.87,148.67,31.80
-0.90,1.06,0.41,-5.02,-11.74,126.85,31.80
-0.92,1.11,0.42,0.54,-3.55,102.79,31.80
-0.94,1.14,0.42,7.73,8.63,64.35,31.80
-0.96,1.15,0.42,11.61,16.57,38.42,31.80
-0.97,1.15,0.41,14.92,24.32,13.10,31.80
-0.97,1.13,0.40,17.86,31.51,-11.21,31.80
-0.97,1.11,0.40,20.36,37.82,-34.33,31.80
-0.97,1.08,0.39,22.04,43.01,-66.40,31.77
-0.96,1.04,0.38,22.11,48.45,-85.83,31.77
-0.95,1.01,0.37,19.98,50.70,-103.58,31.77
-0.94,0.98,0.36,15.98,52.13,-119.40,31.77
-0.93,0.94,0.35,10.67,53.32,-133.46,31.77
-0.92,0.90,0.35,4.54,54.38,-145.90,31.77
-0.91,0.84,0.34,-4.39,56.38,-162.40,31.77
-0.90,0.80,0.33,-9.33,57.95,-172.58,31.77
-0.89,0.76,0.33,-13.08,59.82,-182.52,31.77
-0.88,0.73,0.32,-15.58,62.20,-192.52,31.77
-0.88,0.72,0.31,-17.08,65.01,-202.90,31.77
-0.87,0.70,0.30,-18.27,70.32,-219.33,31.77
-0.86,0.68,0.29,-19.52,74.13,-230.71,31.77
-0.86,0.65,0.28,-21.71,77.76,-241.96,31.77
-0.85,0.62,0.26,-25.27,80.95,-252.71,31.77
-0.84,0.57,0.25,-29.96,83.51,-262.52,31.77
-0.82,0.53,0.23,-35.21,85.51,-271.27,31.77
-0.80,0.45,0.20,-42.64,88.01,-282.46,31.77
-0.79,0.41,0.17,-46.33,89.76,-289.21,31.77
-0.77,0.36,0.15,-48.58,91.88,-295.90,31.77
-0.76,0.32,0.13,-49.64,94.26,-302.90,31.77
-0.74,0.28,0.11,-50.27,96.63,-310.08,31.77
-0.71,0.22,0.07,-52.52,99.45,-320.65,31.77
-0.69,0.17,0.05,-56.21,100.20,-326.77,31.77
-0.66,0.12,0.03,-62.21,99.82,-331.58,31.77
-0.64,0.06,0.01,-70.39,98.38,-334.83,31.77
-0.61,0.00,-0.01,-80.33,96.07,-336.52,31.77
-0.58,-0.06,-0.04,-96.71,91.57,-336.46,31.77
-0.54,-0.16,-0.08,-107.14,88.32,-335.27,31.77
-0.51,-0.22,-0.11,-116.02,85.26,-333.58,31.81
-0.48,-0.30,-0.15,-122.46,82.70,-331.65,31.81
-0.45,-0.39,-0.20,-125.83,80.95,-329.15,31.81
-0.42,-0.48,-0.25,-125.89,80.20,-325.90,31.81
-0.38,-0.63,-0.32,-121.33,80.26,-318.40,31.81
-0.36,-0.73,-0.38,-116.96,79.76,-311.08,31.81
-0.34,-0.83,-0.43,-113.33,77.32,-301.65,31.81
-0.32,-0.93,-0.48,-111.58,71.82,-290.02,31.81
-0.31,-1.02,-0.52,-112.14,62.76,-276.33,31.81
-0.29,-1.14,-0.55,-116.33,43.63,-252.15,31.81
-0.28,-1.22,-0.56,-119.77,29.01,-234.21,31.81
-0.26,-1.28,-0.56,-122.39,14.63,-215.33,31.81
-0.25,-1.35,-0.56,-123.27,1.88,-196.08,31.81
-0.24,-1.41,-0.55,-121.46,-8.43,-176.65,31.81
-0.22,-1.47,-0.54,-112.46,-18.30,-147.40,31.81
-0.20,-1.55,-0.53,-101.96,-20.99,-127.71,31.81
-0.18,-1.59,-0.52,-88.08,-20.80,-107.65,31.81
-0.17,-1.63,-0.51,-71.96,-18.49,-87.33,31.81
-0.17,-1.66,-0.50,-55.02,-14.99,-66.83,31.81
-0.18,-1.67,-0.48,-39.14,-11.62,-46.58,31.81
-0.20,-1.67,-0.44,-20.58,-9.18,-17.65,31.81
-0.21,-1.65,-0.41,-12.77,-9.99,0.23,31.81
-0.22,-1.63,-0.38,-8.33,-12.30,16.98,31.81
-0.23,-1.60,-0.35,-6.14,-15.18,32.54,31.81
-0.23,-1.57,-0.32,-4.46,-17.49,47.10,31.81
-0.24,-1.54,-0.29,0.86,-17.68,67.23,31.81
-0.25,-1.52,-0.28,8.11,-14.68,79.60,31.81
-0.26,-1.50,-0.28,18.73,-9.37,91.29,31.81
-0.27,-1.48,-0.28,32.36,-2.49,102.48,31.81
