-0.05,-1.08,-0.59,-10.52,62.51,113.67,31.47
-0.06,-1.10,-0.59,-3.39,63.70,107.92,31.47
-0.07,-1.12,-0.60,2.29,65.57,102.73,31.47
-0.08,-1.13,-0.60,6.29,68.01,98.35,31.47
-0.10,-1.15,-0.59,9.11,72.45,93.54,31.47
-0.10,-1.15,-0.58,9.48,75.38,91.67,31.47
-0.10,-1.14,-0.57,9.11,77.82,90.60,31.47
-0.10,-1.14,-0.55,8.48,79.57,90.10,31.47
-0.10,-1.13,-0.54,7.67,80.70,89.98,31.47
-0.10,-1.13,-0.53,6.67,81.95,89.48,31.47
-0.10,-1.13,-0.53,6.29,83.07,88.67,31.47
-0.11,-1.14,-0.54,6.42,84.70,87.35,31.47
-0.11,-1.14,-0.54,7.04,86.95,85.67,31.47
-0.10,-1.14,-0.53,8.29,89.95,83.60,31.47
-0.10,-1.15,-0.52,10.92,95.20,80.17,31.47
-0.08,-1.17,-0.50,12.67,98.76,77.79,31.47
-0.07,-1.19,-0.47,13.98,102.01,75.35,31.47
-0.05,-1.21,-0.45,14.61,104.70,72.85,31.47
-0.03,-1.22,-0.42,14.67,106.45,70.29,31.47
-0.02,-1.23,-0.40,14.29,107.13,67.48,31.47
0.00,-1.24,-0.37,13.36,106.26,62.48,31.47
0.01,-1.23,-0.36,12.86,104.63,58.60,31.46
0.01,-1.22,-0.35,12.86,102.38,54.54,31.46
0.02,-1.21,-0.33,13.61,99.82,50.54,31.46
0.02,-1.20,-0.32,14.92,96.88,46.67,31.46
0.02,-1.21,-0.32,17.36,92.38,41.17,31.46
0.02,-1.21,-0.32,18.86,89.76,37.42,31.46
0.02,-1.22,-0.33,20.23,87.76,33.42,31.46
0.02,-1.23,-0.33,21.48,86.63,29.29,31.46
0.02,-1.24,-0.33,22.54,86.13,25.04,31.46
0.02,-1.24,-0.33,23.73,85.95,18.60,31.46
0.03,-1.24,-0.31,23.86,85.63,14.54,31.46
0.03,-1.25,-0.30,23.42,84.95,10.73,31.46
0.03,-1.25,-0.28,22.23,83.82,7.29,31.46
0.03,-1.25,-0.27,20.42,82.45,4.17,31.46
0.03,-1.25,-0.25,18.36,80.88,1.35,31.46
0.03,-1.24,-0.22,15.36,78.13,-2.40,31.46
0.04,-1.24,-0.21,13.86,76.07,-4.58,31.46
0.04,-1.23,-0.19,12.92,73.76,-6.65,31.46
0.05,-1.23,-0.18,12.36,71.07,-8.71,31.46
0.05,-1.23,-0.16,11.98,67.95,-10.90,31.46
0.07,-1.22,-0.15,11.42,62.38,-14.96,31.46
0.08,-1.21,-0.14,10.92,58.01,-18.27,31.46
0.08,-1.20,-0.13,10.61,53.38,-21.96,31.46
0.09,-1.19,-0.13,10.67,48.76,-25.96,31.46
0.08,-1.17,-0.12,11.42,44.32,-30.02,31.46
0.08,-1.15,-0.11,12.86,38.32,-35.77,31.46
0.08,-1.12,-0.10,16.17,34.57,-39.15,31.46
0.08,-1.10,-0.09,18.98,30.88,-42.08,31.46
0.08,-1.08,-0.08,22.23,27.13,-44.52,31.46
0.08,-1.06,-0.07,25.92,23.38,-46.65,31.44
0.08,-1.05,-0.06,29.92,19.63,-48.52,31.44
0.09,-1.04,-0.05,36.04,14.07,-51.15,31.44
0.09,-1.04,-0.05,39.92,10.51,-53.02,31.44
0.10,-1.03,-0.05,43.61,6.95,-55.02,31.44
0.11,-1.02,-0.04,47.23,3.13,-57.08,31.44
0.11,-1.01,-0.03,50.79,-1.05,-59.15,31.44
0.12,-0.99,-0.02,56.17,-8.12,-62.08,31.44
0.13,-0.98,-0.02,59.48,-13.30,-64.02,31.44
0.13,-0.97,-0.02,62.29,-18.62,-66.08,31.44
0.13,-0.97,-0.02,64.54,-23.87,-68.27,31.44
0.14,-0.96,-0.02,66.36,-28.80,-70.46,31.44
0.14,-0.96,-0.03,67.67,-35.62,-73.65,31.44
0.14,-0.94,-0.03,68.86,-39.99,-75.46,31.44
0.14,-0.92,-0.03,69.17,-44.30,-76.77,31.44
0.14,-0.90,-0.03,69.11,-48.62,-77.46,31.44
0.13,-0.88,-0.04,68.79,-52.80,-77.46,31.44
0.13,-0.86,-0.04,67.98,-56.74,-76.71,31.44
0.13,-0.83,-0.06,65.54,-62.12,-74.15,31.44
