-0.15,1.23,-0.47,75.61,-55.30,13.17,31.44
-0.15,1.23,-0.48,67.79,-55.05,6.35,31.44
-0.14,1.22,-0.48,60.36,-55.24,0.54,31.44
-0.13,1.21,-0.47,49.98,-56.49,-6.40,31.44
-0.13,1.20,-0.47,43.54,-57.87,-10.08,31.44
-0.13,1.19,-0.46,37.54,-59.43,-12.90,31.44
-0.13,1.18,-0.46,32.11,-61.24,-14.83,31.44
-0.13,1.17,-0.45,27.29,-62.99,-16.15,31.44
-0.13,1.16,-0.44,20.79,-64.18,-18.02,31.44
-0.14,1.14,-0.43,16.79,-63.68,-19.83,31.44
-0.15,1.13,-0.43,13.29,-62.37,-22.27,31.44
-0.16,1.12,-0.42,10.29,-60.74,-25.02,31.44
-0.16,1.11,-0.40,8.11,-59.05,-27.65,31.44
-0.17,1.10,-0.39,6.61,-57.43,-29.58,31.44
-0.17,1.08,-0.37,5.48,-55.18,-30.83,31.44
-0.17,1.06,-0.36,5.17,-53.55,-30.71,31.44
-0.17,1.04,-0.35,4.86,-52.05,-30.27,31.44
-0.17,1.02,-0.35,4.42,-50.74,-29.83,31.44
-0.17,1.00,-0.34,3.61,-49.68,-29.58,31.44
-0.17,0.97,-0.33,1.79,-48.30,-29.58,31.44
-0.17,0.94,-0.33,0.17,-47.18,-29.58,31.44
-0.17,0.92,-0.32,-1.71,-45.62,-29.33,31.44
-0.17,0.90,-0.31,-3.64,-43.49,-28.71,31.44
-0.17,0.88,-0.31,-5.52,-40.99,-27.58,31.44
-0.17,0.85,-0.18,-8.33,-36.87,-25.33,31.44
-0.17,0.82,-0.29,-10.27,-34.12,-23.46,31.44
-0.17,0.80,-0.29,-12.64,-31.68,-21.58,31.44
-0.17,0.78,-0.29,-15.46,-29.55,-19.77,31.44
-0.17,0.75,-0.29,-18.96,-27.99,-18.21,31.44
-0.17,0.74,-0.29,-22.89,-27.05,-16.83,31.43
-0.18,0.71,-0.29,-29.46,-26.93,-14.83,31.43
-0.18,0.70,-0.29,-33.96,-27.43,-13.40,31.43
-0.18,0.69,-0.29,-38.52,-28.05,-11.83,31.43
-0.18,0.69,-0.29,-43.21,-28.55,-10.33,31.43
-0.18,0.69,-0.29,-47.96,-28.74,-9.15,31.43
-0.19,0.70,-0.29,-55.21,-28.24,-8.27,31.43
-0.19,0.71,-0.29,-60.08,-27.62,-8.33,31.43
-0.20,0.72,-0.29,-64.83,-26.80,-8.71,31.43
-0.20,0.73,-0.29,-69.58,-25.68,-8.96,31.43
-0.20,0.73,-0.29,-74.46,-23.74,-8.96,31.43
-0.20,0.74,-0.28,-82.08,-19.30,-8.40,31.43
-0.21,0.75,-0.28,-86.89,-15.93,-7.77,31.43
-0.21,0.76,-0.28,-91.27,-12.74,-7.02,31.43
-0.21,0.77,-0.28,-95.08,-10.24,-6.33,31.43
-0.21,0.77,-0.29,-98.58,-8.49,-5.58,31.43
-0.20,0.78,-0.29,-101.77,-7.43,-4.65,31.43
-0.20,0.79,-0.29,-106.14,-6.37,-2.46,31.43
-0.19,0.78,-0.30,-108.71,-5.55,-0.46,31.43
-0.20,0.78,-0.30,-110.96,-4.37,1.98,31.43
-0.20,0.77,-0.30,-112.83,-2.99,4.54,31.43
-0.20,0.77,-0.30,-114.39,-1.68,7.04,31.43
-0.20,0.76,-0.30,-116.39,-0.30,10.60,31.43
-0.20,0.75,-0.29,-117.58,0.01,13.10,31.43
-0.20,0.75,-0.29,-118.71,0.13,15.73,31.43
-0.20,0.74,-0.28,-119.71,0.32,18.60,31.43
-0.20,0.74,-0.27,-120.46,1.07,21.67,31.43
-0.20,0.73,-0.27,-120.71,3.95,26.54,31.43
-0.21,0.74,-0.26,-120.02,7.13,29.60,31.43
-0.21,0.74,-0.26,-118.46,11.13,32.48,31.45
-0.21,0.74,-0.26,-116.27,15.51,35.04,31.45
-0.20,0.74,-0.25,-113.64,19.88,37.35,31.45
-0.20,0.74,-0.25,-110.96,23.95,39.67,31.45
-0.19,0.74,-0.25,-107.58,29.01,43.23,31.45
-0.18,0.74,-0.25,-105.96,31.45,45.60,31.45
-0.18,0.74,-0.25,-104.89,33.26,47.79,31.45
-0.18,0.74,-0.24,-104.21,34.70,49.79,31.45
-0.17,0.74,-0.24,-103.83,36.13,51.60,31.45
-0.17,0.75,-0.23,-103.58,38.57,54.23,31.45
-0.17,0.75,-0.23,-103.58,40.51,55.92,31.45
-0.17,0.76,-0.22,-103.77,42.63,57.42,31.45
-0.17,0.76,-0.22,-104.33,44.76,58.54,31.45
-0.18,0.76,-0.21,-105.39,46.88,59.10,31.45
-0.18,0.77,-0.21,-108.27,50.38,58.60,31.45
-0.18,0.77,-0.20,-110.89,53.07,57.67,31.45
-0.18,0.77,-0.20,-113.89,56.07,56.60,31.45
-0.18,0.77,-0.20,-116.96,59.45,55.54,31.45
-0.18,0.77,-0.20,-119.64,63.26,54.79,31.45
-0.18,0.76,-0.20,-121.64,67.57,54.23,31.45
-0.18,0.77,-0.21,-122.64,74.88,53.67,31.45
-0.18,0.77,-0.22,-121.89,79.95,53.48,31.45
-0.18,0.78,-0.23,-119.89,85.01,53.35,31.45
-0.18,0.78,-0.24,-116.96,89.76,53.42,31.45
-0.17,0.79,-0.25,-113.27,94.32,53.60,31.45
-0.16,0.80,-0.27,-107.21,100.70,53.79,31.45
-0.14,0.80,-0.29,-103.39,104.38,53.79,31.45
-0.13,0.81,-0.31,-100.02,107.26,53.73,31.45
-0.11,0.81,-0.33,-96.96,109.01,53.79,31.45
-0.10,0.82,-0.35,-94.02,109.70,54.10,31.45
-0.09,0.82,-0.37,-89.21,109.63,55.73,31.45
-0.07,0.83,-0.41,-85.14,109.20,57.60,31.45
-0.07,0.83,-0.43,-80.08,108.70,60.17,31.45
-0.06,0.83,-0.45,-73.96,107.95,63.35,31.45
-0.06,0.83,-0.47,-66.83,106.88,67.04,31.45
-0.06,0.83,-0.49,-58.96,105.45,70.98,31.45
-0.06,0.82,-0.51,-46.77,102.38,76.92,31.45
-0.05,0.82,-0.53,-38.83,99.70,80.73,31.45
-0.05,0.81,-0.54,-31.33,96.63,84.42,31.45
-0.04,0.81,-0.56,-24.27,93.38,88.04,31.45
-0.03,0.81,-0.58,-17.64,89.95,91.79,31.45
-0.01,0.83,-0.60,-8.46,84.70,97.67,31.45
0.00,0.84,-0.62,-3.08,81.01,101.67,31.45
0.01,0.85,-0.63,1.61,76.88,105.60,31.45
0.02,0.86,-0.64,5.36,72.13,109.42,31.45
0.02,0.87,-0.65,8.29,66.82,113.10,31.45
0.02,0.88,-0.66,11.36,57.95,118.29,31.45
0.01,0.89,-0.65,12.61,51.76,121.48,31.45
-0.00,0.90,-0.64,13.36,45.57,124.42,31.45
-0.02,0.91,-0.64,13.73,39.51,126.92,31.45
-0.03,0.93,-0.63,13.92,33.57,128.85,31.45
-0.05,0.95,-0.62,13.98,27.88,130.10,31.45
-0.07,0.98,-0.61,14.04,20.01,130.60,31.45
-0.08,1.00,-0.61,14.29,15.51,130.23,31.45
-0.09,1.02,-0.60,15.04,11.63,129.42,31.45
-0.11,1.04,-0.59,16.54,8.57,128.48,31.45
-0.12,1.06,-0.57,18.98,6.38,127.54,31.45
-0.14,1.08,-0.56,24.67,4.95,126.23,31.45
-0.16,1.09,-0.55,29.61,5.13,125.29,31.45
-0.17,1.09,-0.54,34.98,5.88,124.04,31.43
-0.18,1.08,-0.54,40.42,6.95,122.29,31.43
-0.18,1.06,-0.55,45.42,7.95,120.04,31.43
-0.17,1.05,-0.55,51.17,8.95,115.98,31.43
